campaign,cost,pCTR,click,pCTR_per_cost
48,1.92990592297e-05,0.3997521092954464,0,20713.554196478854
71,1e-05,0.2071221489780669,0,20712.21489780669
514,1.11124072881e-05,0.23012483916761511,0,20708.81971848261
7,1e-05,0.20704965719261234,0,20704.965719261232
446,2.1228965591e-05,0.43938053025581086,0,20697.218070864736
446,1.92990592297e-05,0.3994290845607195,0,20696.816347712123
446,1.92990592297e-05,0.3994290845607195,1,20696.816347712123
627,2.08357655826e-05,0.4311745820026092,1,20693.96395794951
446,1e-05,0.2069333565682018,0,20693.335656820178
50,1.38905107537e-05,0.28740793151734073,0,20690.954898169184
615,1e-05,0.20690349470922584,0,20690.34947092258
121,4.81350456968e-05,0.9958334205654562,1,20688.323988267428
446,1.42851082163e-05,0.2955284534687855,0,20687.869422758253
121,1.24188413953e-05,0.2569020807472873,1,20686.47731055763
466,2.67976545794e-05,0.5543328306801256,1,20685.87118464668
271,1.72442340237e-05,0.35658235606690736,1,20678.352867215235
446,1e-05,0.2067669511068974,1,20676.69511068974
532,2.20470590626e-05,0.4558477668472883,1,20676.12580675558
464,1.20121709786e-05,0.24833431754192897,1,20673.558342146738
627,1.47260024268e-05,0.30443061096335294,1,20672.997473456653
446,1.13919114365e-05,0.2354985267640999,0,20672.43307471265
317,1.47058825721e-05,0.3039983079073219,0,20671.884629628927
117,1e-05,0.20669922224366347,0,20669.922224366346
182,1.68472659938e-05,0.34823087781021866,0,20669.874740410218
71,1.38905107537e-05,0.2871071294002522,0,20669.299674511665
446,1e-05,0.20667424426904435,0,20667.424426904432
446,1e-05,0.20667424426904435,0,20667.424426904432
446,1e-05,0.20666273792496875,0,20666.273792496875
446,1e-05,0.20666273792496875,0,20666.273792496875
140,1.60435400903e-05,0.33154272898387604,0,20665.18530934007
7,4.81920344121e-05,0.9958334205654562,1,20663.859343431734
412,1e-05,0.20663822993297687,0,20663.822993297686
40,1.61764705006e-05,0.334264367480553,0,20663.615556196564
518,1.91453016385e-05,0.39560443940831974,0,20663.26490321699
279,1.66686120279e-05,0.3443971114184361,0,20661.415050154304
592,1.37148420988e-05,0.28333597854871195,0,20659.076969869224
279,3.0258674547e-05,0.6251064378175478,0,20658.751487828275
112,1e-05,0.20656270906122634,0,20656.27090612263
112,1e-05,0.20656270906122634,0,20656.27090612263
110,1.05255951776e-05,0.2173955235589886,0,20653.988671504103
446,4.82151622772e-05,0.9958334205654562,1,20653.94729649943
533,1.75395040208e-05,0.36218478999846887,0,20649.6597377529
7,1e-05,0.20649657099278187,0,20649.657099278185
446,1.7755134579e-05,0.36663343090377176,0,20649.431254517767
206,1e-05,0.20648720307370175,0,20648.72030737017
496,2.250934867e-05,0.4647843807847296,0,20648.50421034993
446,1e-05,0.20647921783689782,0,20647.92178368978
394,1e-05,0.20647759088823472,0,20647.75908882347
369,1e-05,0.20645615682948198,0,20645.615682948195
446,1.62457356997e-05,0.33533955456850906,0,20641.6970439019
521,1.47058825721e-05,0.3035450577474898,0,20641.063619219665
301,2.045700217e-05,0.4222464169639311,0,20640.67909144339
616,1.61764705006e-05,0.3338821754209451,1,20639.989137838264
19,2.1508692432e-05,0.4438594719566189,0,20636.283370543613
446,1e-05,0.2062947384328203,0,20629.47384328203
313,1.20337614242e-05,0.24823720452852324,0,20628.39670639606
552,1.72696906327e-05,0.35623666678868865,1,20627.854567015685
190,1e-05,0.20627139106186992,0,20627.13910618699
190,1e-05,0.20627139106186992,0,20627.13910618699
284,1.61764705006e-05,0.3336647535255952,0,20626.548511507455
121,1e-05,0.20623072585401156,0,20623.072585401154
518,1.5292084803e-05,0.3153689704085483,0,20623.019978719924
446,1.32352946436e-05,0.2729013461228791,0,20619.211998793096
301,1.11934542656e-05,0.23079113962372852,0,20618.401982755364
24,1e-05,0.20617106538919544,0,20617.106538919543
466,1.23947749243e-05,0.25553978289467094,0,20616.734426833704
597,1.70782917796e-05,0.3520748483807135,1,20615.34332147121
446,1e-05,0.20614617507617553,0,20614.61750761755
128,1.68472659938e-05,0.34729395146536174,0,20614.261779517823
446,1.92990592297e-05,0.3978044514990397,0,20612.63436545365
222,1e-05,0.20612364262290267,0,20612.364262290266
446,1e-05,0.20609087856825062,0,20609.08785682506
206,2.39299662241e-05,0.49316612384718095,0,20608.726281882948
377,1e-05,0.2060422001716471,0,20604.22001716471
446,1e-05,0.20602705383890102,0,20602.7053838901
446,1e-05,0.20602705383890102,1,20602.7053838901
384,1.0055939276e-05,0.20715601207546214,0,20600.36426133468
121,1e-05,0.20600268325035,0,20600.268325035
568,1e-05,0.20598297665677787,0,20598.297665677786
560,1.88588132942e-05,0.38844213407355394,0,20597.379485856552
7,1.4296108309e-05,0.29442993394613914,0,20595.110751978784
336,1e-05,0.2059384914927991,0,20593.849149279908
279,1.52890676076e-05,0.3148499167151873,1,20593.140458001468
445,1.68713335606e-05,0.3474056579791878,1,20591.475874230357
636,1.8805495098e-05,0.38721633379365894,0,20590.595024261827
446,1e-05,0.20587418371658672,0,20587.41837165867
296,1e-05,0.2058624137864238,1,20586.24137864238
117,1e-05,0.20579143045094583,0,20579.14304509458
446,1e-05,0.20578404763236346,0,20578.404763236344
446,1e-05,0.20578404763236346,0,20578.404763236344
446,1e-05,0.2057829298126929,0,20578.292981269286
517,1.60435400903e-05,0.33012233276193054,1,20576.65146868203
169,1.61764705006e-05,0.33285504601040616,0,20576.49386484278
488,2.15163673549e-05,0.4427252398914152,1,20576.20752559757
47,2.48941253213e-05,0.512222640944019,0,20576.044923568745
219,1.02941176909e-05,0.21181146180937718,1,20575.97048813795
530,1e-05,0.20573130189875752,0,20573.13018987575
399,2.50000002629e-05,0.514292328553909,0,20571.692925824438
430,4.84100533801e-05,0.9958334205654562,1,20570.797820578628
519,1.4710862673e-05,0.30259128798940016,0,20569.241567645768
544,1e-05,0.20565620665720796,0,20565.620665720795
475,1e-05,0.20562486945885206,0,20562.486945885204
446,3.24222960815e-05,0.6666026460455449,1,20560.007359438834
446,1.26770555253e-05,0.26061693273101705,0,20558.159756490426
518,1.38905107537e-05,0.2855514360258512,0,20557.30282990416
636,3.35603501536e-05,0.6898777320136905,1,20556.332960062628
446,1e-05,0.2054233159661592,0,20542.331596615917
398,1.80576621171e-05,0.3709367905675175,0,20541.794843766227
517,1e-05,0.2054091954943153,0,20540.919549431528
81,1e-05,0.20535941278546266,0,20535.941278546263
361,1.87335316749e-05,0.38468912751607315,1,20534.789392194336
182,1.27824688875e-05,0.2624661048619595,0,20533.2872054651
446,1e-05,0.20532515748688232,0,20532.51574868823
399,2.64705892872e-05,0.5434908283836204,1,20531.874923027437
446,1e-05,0.20530035932563,0,20530.035932562998
430,2.6391968131e-05,0.5417603383521986,1,20527.470163009442
169,1.61764705006e-05,0.3320541173306968,0,20526.981909828883
327,1.92990592297e-05,0.3961184953613262,0,20525.274866855973
446,1.22577938087e-05,0.2515633039314242,0,20522.722755613373
377,1e-05,0.20522698459454042,0,20522.69845945404
463,2.20588244059e-05,0.4526750383548807,0,20521.267590026477
33,1.46672852776e-05,0.3009155164220393,0,20516.101700264873
521,1.47058825721e-05,0.30169648520459696,0,20515.360688176275
321,1.41899595668e-05,0.29110117551154796,0,20514.58808893524
303,1.90374101787e-05,0.3903752315042497,0,20505.689998790953
446,1.08074736508e-05,0.2215668739595092,0,20501.264321205002
501,1e-05,0.2049891513921927,0,20498.91513921927
117,1e-05,0.20496399502762205,0,20496.399502762204
446,1.92990592297e-05,0.3955610734393993,1,20496.391494081556
446,1.92990592297e-05,0.3955610734393993,0,20496.391494081556
446,1.92990592297e-05,0.3955610734393993,0,20496.391494081556
446,1.92990592297e-05,0.3955610734393993,0,20496.391494081556
446,1.92990592297e-05,0.3955610734393993,0,20496.391494081556
446,1.92990592297e-05,0.3955610734393993,1,20496.391494081556
446,1.92990592297e-05,0.3955610734393993,1,20496.391494081556
370,2.20588244059e-05,0.4520831642370106,1,20494.435964415832
446,1.14916177357e-05,0.2354985267640999,0,20493.07000810663
464,1.76470584291e-05,0.36152128641051773,0,20486.206687816542
446,1.76470584291e-05,0.36149997033709036,1,20484.998776961995
443,1.08360740192e-05,0.22193200440203265,1,20480.849799364634
481,1e-05,0.20479823032782968,1,20479.823032782966
327,1.26408818452e-05,0.25884969792233375,0,20477.186725752385
7,1e-05,0.20472437523243145,0,20472.437523243145
537,1e-05,0.20471633279051504,0,20471.633279051504
232,1.9077383182e-05,0.39045830258162184,1,20467.078679324808
299,1.71360756982e-05,0.35069080171713385,0,20465.05908899381
232,1.90813907175e-05,0.39045830258162184,0,20462.780117149596
106,2.49323095469e-05,0.5101443193710836,0,20461.173819916465
191,1e-05,0.20459736008597826,0,20459.736008597825
191,1e-05,0.20459736008597826,0,20459.736008597825
105,1.27076521954e-05,0.2599715583716627,0,20457.874859509368
560,1e-05,0.20456457199888253,0,20456.457199888253
69,1e-05,0.20456011156975207,1,20456.011156975204
48,1.92990592297e-05,0.39477016032976325,0,20455.40954256659
191,2.08357655826e-05,0.42615269419207874,0,20452.94148192759
517,1.80576621171e-05,0.3693206850415306,0,20452.29790249516
106,1.0298753486e-05,0.21061418854158379,0,20450.454399932005
7,2.16607705635e-05,0.4429700646176184,0,20450.337319211336
446,1.92990592297e-05,0.39460577225960525,0,20446.89161077513
446,1.92990592297e-05,0.39460577225960525,0,20446.89161077513
446,1.92990592297e-05,0.39460577225960525,0,20446.89161077513
446,1.92990592297e-05,0.39460577225960525,0,20446.89161077513
446,1.92990592297e-05,0.39460577225960525,0,20446.89161077513
446,1.92990592297e-05,0.39460577225960525,0,20446.89161077513
446,1.92990592297e-05,0.39460577225960525,0,20446.89161077513
446,1.92990592297e-05,0.39460577225960525,0,20446.89161077513
7,1e-05,0.2044367083921977,0,20443.67083921977
527,1.88910939238e-05,0.3861774359809927,0,20442.301411379143
286,1e-05,0.2044010768823175,0,20440.10768823175
446,1e-05,0.20438437958670558,0,20438.437958670555
211,2.49689950984e-05,0.5103079817005047,0,20437.665980927082
282,2.36138679525e-05,0.4825192141924876,0,20433.722046853545
564,1e-05,0.204289812616046,0,20428.9812616046
304,2.46153110203e-05,0.5028532445431745,1,20428.47413662482
446,1e-05,0.2042836526077894,0,20428.36526077894
398,1.32352946436e-05,0.2703580615946933,0,20427.05273096632
125,1.17647078107e-05,0.24028356594896885,0,20424.099757958375
572,1e-05,0.2042269912072959,0,20422.699120729587
299,1.91893362824e-05,0.391885991035604,0,20422.071158085466
597,1e-05,0.20416615112580544,0,20416.61511258054
97,1.68242400661e-05,0.343436127667424,0,20413.173273688037
457,2.08357655826e-05,0.4252788897790297,1,20411.003766244194
466,1e-05,0.20410233902416725,0,20410.233902416723
446,1.64764634384e-05,0.33626301338947107,0,20408.688712031333
384,1.6438118456e-05,0.33547440233649917,1,20408.321258571366
306,1.181824947e-05,0.24118964520520542,0,20408.237769684296
276,2.312236849e-05,0.47188299246318377,1,20408.07336269485
259,1.72442340237e-05,0.351910698463484,0,20407.441581912404
101,1.97245246347e-05,0.40245757275695787,0,20403.91746876079
446,1.92990592297e-05,0.3937367601910429,0,20401.862883819103
446,1.92990592297e-05,0.3937367601910429,0,20401.862883819103
446,1.92990592297e-05,0.3937367601910429,1,20401.862883819103
446,1.92990592297e-05,0.3937367601910429,0,20401.862883819103
446,1.92990592297e-05,0.3937367601910429,0,20401.862883819103
446,1.92990592297e-05,0.3937367601910429,0,20401.862883819103
446,1.92990592297e-05,0.3937367601910429,1,20401.862883819103
446,1.92990592297e-05,0.3937367601910429,0,20401.862883819103
446,1.92990592297e-05,0.3937367601910429,0,20401.862883819103
349,1.19140775589e-05,0.24306593177400887,0,20401.57373261641
71,1e-05,0.20397766230153033,1,20397.766230153033
48,1.95100298572e-05,0.3978598277301771,0,20392.5791319766
443,1e-05,0.2039024598699463,0,20390.24598699463
464,1e-05,0.20386214843066178,0,20386.214843066176
222,1e-05,0.2038548563315044,0,20385.485633150438
511,2.20762248963e-05,0.45002825259585477,0,20385.199675660126
446,1.02941176909e-05,0.20983572967634181,0,20384.042224603338
446,1e-05,0.20383385887506428,0,20383.385887506425
616,1e-05,0.20382472254493433,0,20382.47225449343
474,1.72442340237e-05,0.35146297646191393,0,20381.478004698438
521,1.38905107537e-05,0.28306432456093944,0,20378.25171299334
169,1.56955462403e-05,0.3198327264687374,0,20377.291849042664
446,1e-05,0.2037516068548525,0,20375.160685485247
446,1.34069121936e-05,0.2731614879325795,1,20374.675688782194
110,1e-05,0.20366544820176574,0,20366.544820176572
411,1e-05,0.20365137502504743,0,20365.137502504742
411,1e-05,0.20365137502504743,0,20365.137502504742
306,1e-05,0.20364470093902814,0,20364.47009390281
306,1e-05,0.20364470093902814,0,20364.47009390281
55,1.06829624977e-05,0.21754211890195824,0,20363.463687979267
475,1e-05,0.20361982327866648,0,20361.982327866648
511,1e-05,0.20361048454906922,0,20361.04845490692
147,1.39984389877e-05,0.28499844629789534,0,20359.301958476564
7,1e-05,0.2035832927582795,0,20358.32927582795
518,1.80576621171e-05,0.36761816355533644,0,20358.01540484105
117,1e-05,0.2035395892161101,0,20353.958921611007
7,1e-05,0.20353514422773158,0,20353.514422773158
279,1e-05,0.2035336860855864,0,20353.368608558638
446,1.92990592297e-05,0.39278300179190073,0,20352.442941230685
446,1.92990592297e-05,0.39278300179190073,1,20352.442941230685
446,1.92990592297e-05,0.39278300179190073,0,20352.442941230685
446,1.92990592297e-05,0.39278300179190073,1,20352.442941230685
446,1.92990592297e-05,0.39278300179190073,0,20352.442941230685
446,1.92990592297e-05,0.39278300179190073,1,20352.442941230685
446,1.92990592297e-05,0.39278300179190073,0,20352.442941230685
446,1.92990592297e-05,0.39278300179190073,0,20352.442941230685
446,1.92990592297e-05,0.39278300179190073,0,20352.442941230685
446,1.92990592297e-05,0.39278300179190073,0,20352.442941230685
446,1.92990592297e-05,0.39278300179190073,0,20352.442941230685
446,1.92990592297e-05,0.39278300179190073,0,20352.442941230685
575,1e-05,0.20351551606336096,0,20351.551606336096
430,1.29411774961e-05,0.2633247806917449,0,20347.822350099243
541,3.31834309909e-05,0.6751788707877305,1,20346.86741623815
385,1e-05,0.2034613706100261,1,20346.137061002606
121,1e-05,0.2034582235662349,1,20345.82235662349
502,1e-05,0.2033809478292313,0,20338.09478292313
411,1e-05,0.203378747868385,0,20337.8747868385
446,1e-05,0.203335162139085,0,20333.5162139085
517,1.66686120279e-05,0.3389254805836265,1,20333.155515068167
560,1.64103880525e-05,0.3336740281333624,0,20333.09797829733
103,1.36491823372e-05,0.2775072553561647,0,20331.419751045152
326,2.02599183106e-05,0.41189845067913355,0,20330.706391033575
348,1.47058825721e-05,0.298965604983375,0,20329.66083590063
207,1.39012704087e-05,0.28258668297771566,0,20328.119277563368
446,1.92990592297e-05,0.3922641821297503,1,20325.559783042747
561,1e-05,0.2032426433058185,0,20324.26433058185
384,2.38876504934e-05,0.48548717736442315,0,20323.772632999637
511,1e-05,0.20323388006299456,0,20323.388006299454
567,1e-05,0.20323048652457212,0,20323.04865245721
8,1e-05,0.2032147319633204,0,20321.473196332037
348,1.47058825721e-05,0.2988134904554254,0,20319.317048154207
564,1e-05,0.20317794970277145,0,20317.794970277144
518,2.36138679525e-05,0.47977348425092986,1,20317.44588459665
279,1.45850352505e-05,0.2963277934659159,0,20317.249041668056
446,1e-05,0.20315804377010868,0,20315.804377010867
446,1e-05,0.20315804377010868,0,20315.804377010867
502,1e-05,0.20315073937532407,0,20315.073937532405
169,1e-05,0.2031354125170656,0,20313.54125170656
446,2.55072949376e-05,0.5181361595823528,0,20313.25394754324
140,1e-05,0.20313092017709117,0,20313.092017709114
512,1.42647063031e-05,0.28974680678406906,0,20312.146680587557
411,1e-05,0.20308522865026868,0,20308.522865026865
187,1.32352946436e-05,0.2687543222179451,0,20305.88131620498
446,1.30006486664e-05,0.2639467001977053,0,20302.579276668857
196,1.66686120279e-05,0.3384131454374854,0,20302.418993917905
7,2.32050107805e-05,0.4710422920966444,1,20299.16282100925
67,1e-05,0.2029586323888207,0,20295.86323888207
32,1e-05,0.20295851726390066,0,20295.851726390065
398,1.32383113319e-05,0.26866885796638346,0,20294.798273778273
517,1e-05,0.20292335241723222,1,20292.33524172322
562,1.69905406048e-05,0.34475646612719996,0,20291.082794022623
191,1e-05,0.20290038016149115,0,20290.038016149112
548,1.03465401951e-05,0.20989470741084462,0,20286.463247902742
477,1e-05,0.20285923117105858,0,20285.923117105856
461,1e-05,0.20278760497894305,0,20278.7604978943
617,1e-05,0.20277878082990658,1,20277.878082990657
121,1e-05,0.20277488830993368,0,20277.488830993367
526,1.00925674333e-05,0.20465048418487986,1,20277.346229032293
112,1e-05,0.20276599880280105,0,20276.599880280104
446,1e-05,0.2027495688011903,0,20274.95688011903
372,1.90050001529e-05,0.38529579066542685,0,20273.390558570136
501,1e-05,0.202725708430988,0,20272.570843098798
446,1.7755134579e-05,0.3599390252811301,1,20272.39070926842
191,3.33137323556e-05,0.675339335586159,0,20272.10065739257
261,1e-05,0.20270038320671033,0,20270.038320671032
222,1e-05,0.20269180965038133,0,20269.180965038133
511,1e-05,0.20268893070891292,0,20268.89307089129
593,1e-05,0.2026709691102159,0,20267.09691102159
537,1e-05,0.20265151231051914,0,20265.151231051914
301,1e-05,0.20265120706468231,0,20265.12070646823
446,1.18747057722e-05,0.24062666794739343,1,20263.800431226435
385,1e-05,0.20263573971699123,0,20263.57397169912
11,1e-05,0.20263252710253413,0,20263.25271025341
446,1.56050894944e-05,0.3161885431661421,0,20261.88592379484
313,1e-05,0.20261611390249906,0,20261.611390249906
446,1.56058289627e-05,0.3161885431661421,0,20260.925832384462
606,3.0954587781e-05,0.6269096580125689,1,20252.56037805703
384,1e-05,0.2025201340255853,0,20252.01340255853
617,1e-05,0.20251019475739793,0,20251.01947573979
446,1e-05,0.20248931902223385,0,20248.931902223383
446,1e-05,0.20248931902223385,0,20248.931902223383
537,1.14920711792e-05,0.23270194499188956,1,20248.912607943723
7,2.16607705635e-05,0.438602445249761,1,20248.700015725135
446,1e-05,0.20248241161181046,0,20248.241161181046
169,1.74360416488e-05,0.3530280645355559,0,20247.030355072155
446,1e-05,0.2024468211506833,0,20244.682115068328
446,1e-05,0.2024468211506833,0,20244.682115068328
446,1.92990592297e-05,0.39067289648428405,1,20243.10573041114
627,1.61852319848e-05,0.32762934539560873,0,20242.486836351465
446,1.25502937419e-05,0.2540439253288981,1,20242.07007050005
291,1e-05,0.2024199482002261,0,20241.99482002261
530,1e-05,0.20241977257377597,0,20241.977257377595
597,1.16681019104e-05,0.23616231868419724,0,20239.99451647755
446,1.27926468849e-05,0.25890940166227583,1,20238.923499708537
594,1.55573721756e-05,0.31482613180856783,1,20236.459490397578
177,1.32427070835e-05,0.2679380460945626,0,20232.875680562705
152,4.92202498252e-05,0.9958334205654562,1,20232.189476933636
446,1.94467143978e-05,0.39344808783746366,1,20232.11118285227
446,1.94467143978e-05,0.39344808783746366,1,20232.11118285227
446,1.55444944581e-05,0.31446539228067705,0,20230.0173304648
597,1.83003827556e-05,0.37015424175628103,0,20226.584694957386
286,1.32352946436e-05,0.26768966080305684,0,20225.440234721158
446,1.58252282178e-05,0.3200453822566325,0,20223.745139842584
617,1.6677316962e-05,0.3372489473179062,0,20222.01461340231
7,1e-05,0.20221100066770645,0,20221.100066770643
121,1e-05,0.20216692576645798,0,20216.692576645797
597,1.24188413953e-05,0.2510270296106882,0,20213.40168702784
326,1.91176463576e-05,0.3861675683008602,0,20199.535082797665
7,1e-05,0.20198984103969395,0,20198.984103969393
118,1e-05,0.20191204045104547,0,20191.204045104543
7,1e-05,0.20187863522996025,0,20187.863522996024
446,1e-05,0.20186919608982842,0,20186.91960898284
385,1.37425553711e-05,0.277336125251893,0,20180.826473882644
411,1e-05,0.20179291279719502,0,20179.291279719502
169,1.74906214371e-05,0.3529151956214604,0,20177.396034247187
623,1.61764705006e-05,0.32637718011984884,0,20176.04397125709
518,2.77742509836e-05,0.5603614350306851,1,20175.573244497737
446,1e-05,0.20174751578587166,0,20174.751578587166
446,2.14173465393e-05,0.4319985706740841,0,20170.499173713393
411,1e-05,0.20168349233093275,0,20168.34923309327
350,2.01442530962e-05,0.406141306658992,0,20161.6463375158
64,1e-05,0.2016018233220375,0,20160.18233220375
554,2.08357655826e-05,0.4200516534573577,0,20160.125712306144
477,1e-05,0.20146361559252968,0,20146.361559252968
413,1.6715825062e-05,0.33669655975570634,1,20142.3835501316
350,2.64020724332e-05,0.5317002440616376,0,20138.579856066026
446,1e-05,0.20138177776955327,1,20138.177776955326
502,1e-05,0.20137269544986258,0,20137.269544986255
191,1e-05,0.2013679790013452,0,20136.79790013452
506,1e-05,0.20134728084667117,0,20134.728084667116
7,1.00602242438e-05,0.20253341631231334,0,20132.097595849547
7,1e-05,0.20131853633538127,0,20131.853633538125
532,2.43751241635e-05,0.49070430840963114,0,20131.356259691413
446,1.92990592297e-05,0.3884916855299336,1,20130.084109595875
572,1.49502688042e-05,0.30093224563467263,0,20128.88527797783
306,1e-05,0.20128834237527676,0,20128.834237527673
156,1.62902969753e-05,0.327836821927253,1,20124.66822577466
196,1.32352946436e-05,0.2662962267244851,0,20120.15855296838
526,1e-05,0.20119315570614899,0,20119.315570614897
636,3.39613035046e-05,0.6831794963149067,0,20116.409731516083
518,1.51761248231e-05,0.3052874932706189,0,20116.300889007736
299,1.70157389606e-05,0.3422764865289592,0,20115.287812154475
567,1.47058825721e-05,0.29580187171998923,0,20114.526977196496
446,1.92990592297e-05,0.388189598634238,0,20114.43117583884
446,1.92990592297e-05,0.3881883118904389,1,20114.36450192568
182,2.08357655826e-05,0.4190931323902998,0,20114.122071918755
446,1.92995638515e-05,0.3881621427089388,0,20112.482628915477
327,1.92990592297e-05,0.38813571068222413,0,20111.638917865406
327,1.92990592297e-05,0.38813571068222413,0,20111.638917865406
327,1.92990592297e-05,0.38813571068222413,0,20111.638917865406
175,1.47058825721e-05,0.29574255292163887,0,20110.493298968784
208,1e-05,0.2011005291831318,0,20110.052918313177
131,1.47058825721e-05,0.29573276692032807,0,20109.827850889567
130,1.13562960348e-05,0.22836087354078521,0,20108.74609476548
202,1.61764705006e-05,0.3252107494216011,0,20103.93734588387
446,1e-05,0.2010248604833092,0,20102.486048330917
30,1.50850088073e-05,0.30324409394155155,1,20102.347821951844
71,1e-05,0.20099109515297084,0,20099.10951529708
226,1.02941176909e-05,0.20690087912976612,0,20098.9424584359
446,1.26408818452e-05,0.2540439253288981,0,20097.009721308623
466,1e-05,0.20096490266928327,0,20096.490266928326
411,1e-05,0.20096486042294232,0,20096.48604229423
446,1.847498292e-05,0.37127983868664866,0,20096.35626156501
211,1.70780848285e-05,0.3431705009814308,0,20094.202858668676
475,1.60435400903e-05,0.3223321832725524,0,20091.08846665556
327,1.0725588483e-05,0.21545983644545547,0,20088.392985332055
372,2.20588244059e-05,0.4431100583384221,0,20087.6551798429
466,1e-05,0.20086126905122478,0,20086.126905122477
464,1.61407351056e-05,0.32419694108165853,0,20085.636680152133
475,1.75805110506e-05,0.353101270386211,0,20084.8126297307
351,2.24736315887e-05,0.4513735047558488,0,20084.58236820099
305,1.91427898757e-05,0.38442737952202033,0,20082.097856071403
71,1.02956299509e-05,0.20672723439338656,0,20079.124383769773
446,1.35298533475e-05,0.27164797746301766,0,20077.673459277506
226,1e-05,0.20076316450998494,0,20076.316450998493
32,1e-05,0.2007495621637305,0,20074.956216373048
301,1.92990592297e-05,0.38739427325452713,0,20073.2205981498
91,1.75000004032e-05,0.3512740990856518,0,20072.805199559814
190,1e-05,0.2007246655476245,0,20072.46655476245
190,1e-05,0.2007246655476245,1,20072.46655476245
275,2.50000002629e-05,0.5018093419727154,0,20072.373467827536
279,1.94467143978e-05,0.3903373002742726,1,20072.146496810346
242,1e-05,0.20072006518358967,0,20072.006518358965
242,1e-05,0.20072006518358967,0,20072.006518358965
186,2.52326193153e-05,0.5064219405238015,1,20070.129628465824
518,1.39046873647e-05,0.27906508992625734,0,20069.85720762937
446,1.88742643771e-05,0.3787954613692928,0,20069.415888276017
446,1.92990592297e-05,0.3873170946569192,0,20069.221512148288
446,1.92990592297e-05,0.3873170946569192,0,20069.221512148288
474,2.00823832494e-05,0.40299477462477584,0,20067.079171831665
564,1.76141222595e-05,0.35343952060434425,0,20065.690211371173
347,2.40871069185e-05,0.48331584645489484,1,20065.334043238134
411,1e-05,0.20064135433082747,0,20064.135433082745
463,2.45972635115e-05,0.4934601453423599,0,20061.58714003497
625,1e-05,0.20060734789837917,0,20060.734789837916
446,2.56239922151e-05,0.5139995464764143,0,20059.30778317669
446,1e-05,0.20057103774342416,0,20057.103774342413
446,1e-05,0.20053138139249566,0,20053.138139249564
148,1e-05,0.20053004692615414,0,20053.004692615414
562,1e-05,0.20052176532795496,0,20052.176532795493
356,1e-05,0.20051048967096516,0,20051.048967096514
526,1.72442340237e-05,0.34574751228942896,0,20050.035960672023
69,1e-05,0.20049659590608074,0,20049.659590608073
370,2.569744473e-05,0.5152166764273491,0,20049.33493740991
79,2.29193423601e-05,0.45948306547018863,0,20047.82939453346
466,2.20588244059e-05,0.44222255778853087,0,20047.4218231798
464,1.32352946436e-05,0.26532950882200873,0,20047.117647683823
464,1.32352946436e-05,0.26532950882200873,0,20047.117647683823
597,1.86457720126e-05,0.37352790803122426,0,20032.847541995598
301,1.64990892385e-05,0.33051566824924383,0,20032.358360605627
117,2.05882353818e-05,0.41239231347143196,1,20030.48371187687
115,1.76275612489e-05,0.35304075328784107,0,20027.77062027634
114,1.31594832627e-05,0.26355439735537556,0,20027.716293572816
348,1.47058825721e-05,0.2945149881761645,0,20027.01889752053
476,1e-05,0.2002344645613405,1,20023.44645613405
266,1.38104039594e-05,0.2765175308351092,0,20022.40713943046
179,1.51340118308e-05,0.30301463142185053,0,20022.095582426464
446,1.80576621171e-05,0.36149997033709036,1,20019.2011564311
621,1.86130114861e-05,0.37258062752240384,0,20017.213646520504
446,1e-05,0.20016877010567422,0,20016.87701056742
370,2.20588244059e-05,0.44147213236315486,1,20013.402538581147
573,1.91565646844e-05,0.38336626050264583,0,20012.265602863397
478,3.49941591661e-05,0.7002950572027473,0,20011.76978931805
518,1e-05,0.20011631808426947,0,20011.631808426944
384,2.14538335736e-05,0.4293057593555027,1,20010.678179390026
446,1.92990592297e-05,0.3861498477622717,1,20008.73945026357
152,1.46075414822e-05,0.29227095428388455,0,20008.223467311796
475,1e-05,0.20007536767824247,0,20007.536767824244
475,1e-05,0.20007536767824247,0,20007.536767824244
446,1e-05,0.2000677726813317,0,20006.777268133166
446,1e-05,0.20006388635248976,0,20006.388635248975
7,1e-05,0.20005561037234013,0,20005.561037234012
446,1.92990592297e-05,0.3859730630303324,0,19999.57917307932
597,1e-05,0.1999871940679248,0,19998.71940679248
600,2.58823528009e-05,0.5175499147488176,0,19996.24681457943
446,1e-05,0.19995891959200934,0,19995.891959200933
446,1e-05,0.19995891959200934,0,19995.891959200933
384,1e-05,0.1999502331242433,0,19995.023312424328
511,1.11042355792e-05,0.2220260242540105,0,19994.71486987367
446,1e-05,0.19993917602108213,0,19993.917602108213
421,1.91176463576e-05,0.38218913290688983,0,19991.43230071075
446,1e-05,0.19990520146477297,0,19990.520146477294
502,1e-05,0.19989697275019658,0,19989.697275019655
196,1e-05,0.1998819920633444,0,19988.199206334437
59,2.18602949206e-05,0.43694282194910056,0,19987.96555747052
484,1.7755134579e-05,0.35487316232985583,0,19987.072514200165
29,1e-05,0.19985848509816231,0,19985.84850981623
299,1.78099697565e-05,0.3558352673848674,1,19979.55483641404
477,1.44164461423e-05,0.2879766728759093,0,19975.566102310255
446,1.3909160984e-05,0.2778088997752961,0,19973.088247009688
466,1e-05,0.19973046725451218,0,19973.046725451215
342,1.92780858453e-05,0.3850282364605493,0,19972.327104997265
